,IliacCrest_x,IliacCrest_y,IliacCrest_likelihood,Hip_x,Hip_y,Hip_likelihood,Knee_x,Knee_y,Knee_likelihood,Ankle_x,Ankle_y,Ankle_likelihood,Metatarsal_x,Metatarsal_y,Metatarsal_likelihood,ToeTip_x,ToeTip_y,ToeTip_likelihood
144,120.910645,17.196655,1,115.24963,10.604858,1,127.00757598876953,8.206756591796875,1,120.86487,-7.6446533,1,127.15149,-11.016846,1,133.57544,-11.779785,1
145,120.86487,16.799927,1,115.234375,10.192871,1,126.92169952392578,7.471402168273926,1,120.391846,-8.224487,1,126.449585,-11.749268,1,132.76672,-12.527466,1
146,120.86487,16.342163,1,115.14282,9.674072,1,126.80874633789062,6.862262725830078,1,119.68994,-8.575439,1,125.59509,-12.054443,1,131.89697,-12.619019,1
147,120.81909,15.869141,1,115.08179,9.124756,1,126.80308532714844,6.553530216217041,1,119.07959,-8.590698,1,124.84741,-12.145996,1,131.16455,-12.619019,1
148,120.895386,15.487671,1,114.9292,8.758545,1,126.67808532714844,6.3164777755737305,1,118.42346,-8.544922,1,124.13025,-12.161255,1,130.4779,-12.6953125,1
149,120.9259,15.24353,1,114.852905,8.560181,1,126.6132583618164,6.173953056335449,1,117.79785,-8.361816,1,123.4436,-12.207031,1,129.73022,-12.664795,1
150,120.98694,15.014648,1,114.82239,8.453369,1,126.5438232421875,5.882780075073242,1,117.17224,-8.300781,1,122.7417,-12.176514,1,129.01306,-12.634277,1
151,121.09375,14.831543,1,114.76135,8.285522,1,126.4678726196289,5.647840976715088,1,116.57715,-8.178711,1,122.08557,-12.145996,1,128.28064,-12.649536,1
152,121.13953,14.61792,1,114.715576,8.163452,1,126.37615966796875,5.329581260681152,1,115.93628,-8.087158,1,121.47522,-12.130737,1,127.593994,-12.649536,1
153,121.20056,14.434814,1,114.62402,8.087158,1,126.22649383544922,5.024048328399658,1,115.29541,-7.9956055,1,120.773315,-12.145996,1,126.92261,-12.680054,1
154,121.13953,14.266968,1,114.57825,8.041382,1,126.09854125976562,4.682395935058594,1,114.65454,-7.888794,1,119.97986,-12.130737,1,126.190186,-12.680054,1
155,121.13953,14.129639,1,114.471436,8.026123,1,125.9266586303711,4.451528072357178,1,114.05945,-7.7209473,1,119.29321,-12.069702,1,125.45776,-12.6953125,1
